Player Name,Cities,Position,Season,Games Played,Minutes Played Per Game,Points Per Game,Average Field Goals made,Average Field Goals Attempted,Field Goal Percentage,Average 3-Point Field Goals Made,Average 3-Point Field Goals Attempted,3-Point Field Goal Percentage,Average Free Throws Made,Average Free Throws Attempted,Free Throw Percentage,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Double Double,Triple Double,Player Efficiency Rating
Thaddeus Young,PHI,PF,2013,76.0,34.6,14.8,6.7,12.6,53.1,0.0,0.1,12.5,1.4,2.5,57.4,7.5,1.6,1.8,0.7,1.2,21.0,0.0,18.27
Goran Dragic,PHX,PG,2013,77.0,33.5,14.7,5.2,11.8,44.3,1.1,3.6,31.9,3.2,4.2,74.8,3.1,7.4,1.6,0.3,2.8,19.0,0.0,17.52
Mike Conley,MEM,PG,2013,80.0,34.5,14.6,5.2,11.8,44.0,1.3,3.7,36.1,2.9,3.5,83.0,2.8,6.1,2.2,0.3,2.4,7.0,0.0,18.38
Jeff Teague,ATL,PG,2013,80.0,32.9,14.6,5.5,12.2,45.1,1.1,3.1,35.9,2.5,2.8,88.1,2.3,7.2,1.5,0.4,2.9,15.0,0.0,16.82
Paul Millsap,UTAH,PF,2013,78.0,30.4,14.6,5.5,11.2,49.0,0.2,0.5,33.3,3.4,4.6,74.2,7.1,2.6,1.3,1.0,1.8,15.0,0.0,19.89
Nicolas Batum,POR,PF,2013,73.0,38.5,14.3,4.8,11.4,42.3,2.3,6.1,37.2,2.4,2.9,84.8,5.6,4.9,1.2,1.1,2.6,7.0,2.0,15.76
George Hill,IND,G,2013,76.0,34.5,14.2,5.1,11.5,44.3,1.7,4.6,36.8,2.3,2.8,81.7,3.7,4.7,1.1,0.3,1.5,3.0,0.0,16.59
Kevin Durant,OKC,PF,2014,81.0,38.5,32.0,10.5,20.8,50.3,2.4,6.1,39.1,8.7,9.9,87.3,7.4,5.5,1.3,0.7,3.5,27.0,3.0,29.9
Carmelo Anthony,NY,PF,2014,77.0,38.7,27.4,9.6,21.3,45.2,2.2,5.4,40.2,6.0,7.0,84.8,8.1,3.1,1.2,0.7,2.6,22.0,0.0,24.5
LeBron James,MIA,SF,2014,77.0,37.7,27.1,10.0,17.6,56.7,1.5,4.0,37.9,5.7,7.6,75.0,6.9,6.4,1.6,0.3,3.5,12.0,1.0,29.4
Kevin Love,MIN,PF,2014,77.0,36.3,26.1,8.4,18.5,45.7,2.5,6.6,37.6,6.8,8.2,82.1,12.5,4.4,0.8,0.5,2.5,65.0,3.0,26.97
James Harden,HOU,SG,2014,73.0,38.0,25.4,7.5,16.5,45.6,2.4,6.6,36.6,7.9,9.1,86.6,4.7,6.1,1.6,0.4,3.6,14.0,1.0,23.51
Blake Griffin,LAC,PF,2014,80.0,35.8,24.1,9.0,17.0,52.8,0.2,0.6,27.3,6.0,8.4,71.5,9.5,3.9,1.2,0.6,2.8,43.0,1.0,23.98
Stephen Curry,GS,PG,2014,78.0,36.5,24.0,8.4,17.7,47.1,3.3,7.9,42.4,3.9,4.5,88.5,4.3,8.5,1.6,0.2,3.8,28.0,4.0,24.13
LaMarcus Aldridge,POR,C,2014,69.0,36.2,23.2,9.4,20.6,45.8,0.0,0.2,20.0,4.3,5.2,82.2,11.1,2.6,0.9,1.0,1.8,40.0,0.0,21.84
DeMarcus Cousins,SAC,C,2014,71.0,32.4,22.7,8.3,16.8,49.6,0.0,0.1,0.0,6.1,8.4,72.6,11.7,2.9,1.5,1.3,3.5,53.0,0.0,26.18
DeMar DeRozan,TOR,SF,2014,79.0,38.2,22.7,7.6,17.8,42.9,0.8,2.7,30.5,6.6,8.0,82.4,4.3,4.0,1.1,0.4,2.2,2.0,0.0,18.42
Al Jefferson,CHA,C,2014,73.0,35.0,21.8,9.6,18.8,50.9,0.0,0.2,20.0,2.6,3.8,69.0,10.8,2.1,0.9,1.1,1.7,42.0,0.0,22.75
Paul George,IND,SG,2014,80.0,36.2,21.7,7.2,17.0,42.4,2.3,6.3,36.4,5.0,5.8,86.4,6.8,3.5,1.9,0.3,2.8,12.0,1.0,20.16
Dirk Nowitzki,DAL,F,2014,80.0,32.9,21.7,7.9,15.9,49.7,1.6,4.1,39.8,4.2,4.7,89.9,6.2,2.7,0.9,0.6,1.5,6.0,0.0,23.68
Kyrie Irving,CLE,PG,2014,71.0,35.2,20.8,7.5,17.4,43.0,1.7,4.8,35.8,4.1,4.8,86.1,3.6,6.1,1.5,0.3,2.7,7.0,1.0,20.14
Anthony Davis,NO,PF,2014,67.0,35.2,20.8,7.8,15.0,51.9,0.0,0.1,22.2,5.2,6.6,79.1,10.0,1.6,1.3,2.8,1.6,36.0,0.0,26.54
Damian Lillard,POR,PG,2014,82.0,35.8,20.7,6.7,15.9,42.4,2.7,6.8,39.4,4.5,5.2,87.1,3.5,5.6,0.8,0.3,2.4,6.0,0.0,18.69
Isaiah Thomas,SAC,G,2014,72.0,34.7,20.3,6.9,15.2,45.3,1.8,5.1,34.9,4.8,5.7,85.0,2.9,6.3,1.3,0.1,3.0,7.0,1.0,20.54
Goran Dragic,PHX,PG,2014,76.0,35.1,20.3,7.3,14.4,50.5,1.6,3.9,40.8,4.2,5.5,76.0,3.2,5.9,1.4,0.3,2.8,7.0,0.0,21.43
Rudy Gay,SAC/TOR,SF,2014,73.0,34.7,20.0,7.4,16.2,45.5,0.9,2.7,33.0,4.4,5.3,82.2,6.0,2.9,1.3,0.8,3.1,11.0,0.0,18.4
John Wall,WSH,PG,2014,82.0,36.3,19.3,7.1,16.3,43.3,1.3,3.8,35.1,3.9,4.8,80.5,4.1,8.8,1.8,0.5,3.6,29.0,2.0,19.61
Chris Paul,LAC,PG,2014,62.0,35.0,19.1,6.5,14.0,46.7,1.3,3.4,36.8,4.8,5.6,85.5,4.3,10.7,2.5,0.1,2.3,39.0,0.0,25.98
Kevin Martin,MIN,SG,2014,68.0,32.0,19.1,6.5,15.0,43.0,1.7,4.4,38.7,4.5,5.0,89.1,3.0,1.8,1.0,0.1,1.6,1.0,0.0,16.37
Monta Ellis,DAL,SG,2014,82.0,36.9,19.0,7.0,15.6,45.1,0.8,2.5,33.0,4.1,5.2,78.8,3.6,5.7,1.7,0.3,3.2,6.0,0.0,16.83
Jamal Crawford,LAC,G,2014,69.0,30.3,18.6,6.1,14.7,41.6,2.3,6.5,36.1,4.0,4.7,86.6,2.3,3.2,0.9,0.2,2.0,2.0,0.0,17.39
Klay Thompson,GS,SG,2014,81.0,35.4,18.4,6.9,15.5,44.4,2.8,6.6,41.7,1.8,2.3,79.5,3.1,2.2,0.9,0.5,1.7,1.0,0.0,14.32
Dwight Howard,HOU,C,2014,71.0,33.7,18.3,6.7,11.3,59.1,0.0,0.1,28.6,4.9,9.0,54.7,12.2,1.8,0.8,1.8,3.2,47.0,0.0,21.36
Arron Afflalo,ORL,G,2014,73.0,35.0,18.2,6.4,13.8,45.9,1.8,4.1,42.7,3.8,4.6,81.5,3.6,3.4,0.5,0.0,2.0,1.0,0.0,16.09
David Lee,GS,PF,2014,69.0,33.2,18.2,7.4,14.2,52.3,0.0,0.0,0.0,3.3,4.3,78.0,9.3,2.1,0.7,0.4,2.2,34.0,0.0,19.21
Paul Millsap,ATL,PF,2014,74.0,33.5,17.9,6.5,14.1,46.1,1.0,2.9,35.8,3.9,5.3,73.1,8.5,3.1,1.7,1.1,2.5,30.0,1.0,19.83
Kyle Lowry,TOR,PG,2014,79.0,36.2,17.9,5.8,13.7,42.3,2.4,6.3,38.0,4.0,4.9,81.3,4.7,7.4,1.5,0.2,2.5,18.0,2.0,20.2
Thaddeus Young,PHI,PF,2014,79.0,34.4,17.9,7.4,16.2,45.4,1.1,3.7,30.8,2.1,2.9,71.2,6.0,2.3,2.1,0.5,2.1,11.0,0.0,16.64
Brandon Knight,MIL,G,2014,72.0,33.3,17.9,6.4,15.2,42.2,1.5,4.7,32.5,3.6,4.5,80.2,3.5,4.9,1.0,0.2,2.6,4.0,0.0,16.59
Nick Young,LAL,G,2014,64.0,28.3,17.9,6.0,13.9,43.5,2.1,5.5,38.6,3.7,4.5,82.5,2.6,1.5,0.7,0.2,1.5,0.0,0.0,16.11
Kemba Walker,CHA,PG,2014,73.0,35.8,17.7,6.2,15.7,39.3,1.5,4.5,33.3,3.9,4.6,83.7,4.2,6.1,1.2,0.4,2.3,9.0,1.0,16.82
Ty Lawson,DEN,G,2014,62.0,35.8,17.6,5.6,13.0,43.1,1.2,3.3,35.6,5.2,6.5,79.8,3.5,8.8,1.6,0.2,3.2,23.0,0.0,19.02
Zach Randolph,MEM,F,2014,79.0,34.2,17.4,7.1,15.2,46.7,0.0,0.3,10.0,3.2,4.3,74.2,10.1,2.5,0.7,0.3,2.3,47.0,0.0,18.37
Pau Gasol,LAL,PF,2014,60.0,31.4,17.4,7.1,14.8,48.0,0.1,0.2,28.6,3.1,4.2,73.6,9.7,3.4,0.5,1.5,2.4,30.0,0.0,19.34
Mike Conley,MEM,PG,2014,73.0,33.5,17.2,6.3,14.1,45.0,1.4,4.0,36.1,3.1,3.8,81.5,2.9,6.0,1.5,0.2,2.1,5.0,0.0,20.07
Bradley Beal,WSH,SG,2014,73.0,34.7,17.1,6.6,15.7,41.9,1.9,4.7,40.2,2.0,2.6,78.8,3.7,3.3,1.0,0.2,1.8,1.0,0.0,14.32
Jeff Green,BOS,PF,2014,82.0,34.2,16.9,5.9,14.3,41.2,1.6,4.8,34.1,3.5,4.3,79.5,4.6,1.7,0.7,0.6,2.0,2.0,0.0,13.17
Tony Parker,SA,G,2014,68.0,29.4,16.7,6.7,13.4,49.9,0.4,1.0,37.3,2.9,3.6,81.1,2.3,5.7,0.5,0.1,2.2,2.0,0.0,19.0
Michael Carter-Williams,PHI,PG,2014,70.0,34.5,16.7,6.1,15.1,40.5,0.8,3.0,26.4,3.7,5.2,70.3,6.2,6.3,1.9,0.6,3.5,16.0,2.0,15.59
Chandler Parsons,HOU,SF,2014,74.0,37.6,16.6,6.3,13.3,47.2,1.8,4.7,37.0,2.2,3.0,74.2,5.5,4.0,1.2,0.4,1.9,7.0,0.0,15.9
Jeff Teague,ATL,PG,2014,79.0,32.2,16.5,5.8,13.2,43.8,0.9,2.8,32.9,4.0,4.8,84.6,2.6,6.7,1.1,0.2,2.9,13.0,0.0,17.16
Josh Smith,DET,PF,2014,77.0,35.5,16.4,6.7,16.0,41.9,0.9,3.4,26.4,2.1,3.9,53.2,6.8,3.3,1.4,1.4,2.6,12.0,0.0,14.1
Wesley Matthews,POR,SG,2014,82.0,33.9,16.4,5.4,12.3,44.1,2.5,6.2,39.3,3.1,3.7,83.7,3.5,2.4,0.9,0.2,1.3,1.0,0.0,15.7
Chris Bosh,MIA,PF,2014,79.0,32.0,16.2,6.2,12.1,51.6,0.9,2.8,33.9,2.8,3.4,82.0,6.6,1.1,1.0,1.0,1.6,6.0,0.0,19.11
Gordon Hayward,UTAH,SF,2014,77.0,36.4,16.2,5.5,13.4,41.3,1.1,3.6,30.4,4.0,4.9,81.6,5.1,5.2,1.4,0.5,2.8,9.0,0.0,16.22
Luol Deng,CHI/CLE,F,2014,63.0,35.1,16.0,5.9,13.7,43.1,0.9,3.0,30.2,3.4,4.3,79.1,5.7,2.9,1.0,0.1,1.8,8.0,0.0,15.22
Dion Waiters,CLE,G,2014,70.0,29.6,15.9,6.1,14.2,43.3,1.3,3.6,36.8,2.3,3.4,68.5,2.8,3.0,0.9,0.2,2.2,1.0,0.0,14.1
Russell Westbrook,OKC,PG,2015,67.0,34.4,28.1,9.4,22.0,42.6,1.3,4.3,29.9,8.1,9.8,83.5,7.3,8.6,2.1,0.2,4.4,31.0,11.0,29.12
James Harden,HOU,SG,2015,81.0,36.8,27.4,8.0,18.1,44.0,2.6,6.9,37.5,8.8,10.2,86.8,5.7,7.0,1.9,0.7,4.0,21.0,4.0,26.76
LeBron James,CLE,SF,2015,69.0,36.1,25.3,9.0,18.5,48.8,1.7,4.9,35.4,5.4,7.7,71.0,6.0,7.4,1.6,0.7,3.9,22.0,2.0,26.01
Anthony Davis,NO,PF,2015,68.0,36.1,24.4,9.4,17.6,53.5,0.0,0.2,8.3,5.5,6.8,80.5,10.2,2.2,1.5,2.9,1.4,42.0,0.0,30.89
DeMarcus Cousins,SAC,C,2015,59.0,34.1,24.1,8.4,18.1,46.7,0.0,0.1,25.0,7.2,9.2,78.2,12.7,3.6,1.5,1.7,4.3,47.0,2.0,25.29
Stephen Curry,GS,PG,2015,80.0,32.7,23.8,8.2,16.8,48.7,3.6,8.1,44.3,3.9,4.2,91.4,4.3,7.7,2.0,0.2,3.1,23.0,0.0,28.06
LaMarcus Aldridge,POR,C,2015,71.0,35.4,23.4,9.3,19.9,46.6,0.5,1.5,35.2,4.3,5.1,84.5,10.2,1.7,0.7,1.0,1.7,39.0,0.0,22.85
Blake Griffin,LAC,PF,2015,67.0,35.2,21.9,8.6,17.1,50.2,0.1,0.4,40.0,4.6,6.4,72.8,7.6,5.3,0.9,0.5,2.3,18.0,0.0,22.86
Kyrie Irving,CLE,PG,2015,75.0,36.4,21.7,7.7,16.5,46.8,2.1,5.0,41.5,4.2,4.9,86.3,3.2,5.2,1.5,0.3,2.5,6.0,0.0,21.57
Klay Thompson,GS,SG,2015,77.0,31.9,21.7,7.8,16.9,46.3,3.1,7.1,43.9,2.9,3.3,87.9,3.2,2.9,1.1,0.8,1.9,1.0,0.0,20.86
Dwyane Wade,MIA,G,2015,62.0,31.8,21.5,8.2,17.5,47.0,0.5,1.6,28.4,4.6,6.0,76.8,3.5,4.8,1.2,0.3,3.4,3.0,0.0,21.44
Rudy Gay,SAC,SF,2015,68.0,35.4,21.1,7.5,16.4,45.5,1.2,3.2,35.9,5.0,5.8,85.8,5.9,3.7,1.0,0.6,2.7,2.0,0.0,19.76
Damian Lillard,POR,PG,2015,82.0,35.7,21.0,7.2,16.6,43.4,2.4,7.0,34.3,4.2,4.9,86.4,4.6,6.2,1.2,0.3,2.7,6.0,0.0,20.79
DeMar DeRozan,TOR,SF,2015,60.0,35.0,20.1,6.8,16.5,41.3,0.4,1.5,28.4,6.0,7.2,83.2,4.6,3.5,1.2,0.2,2.3,4.0,0.0,17.46
Jimmy Butler,CHI,SF,2015,65.0,38.7,20.0,6.5,14.0,46.2,1.1,3.0,37.8,5.9,7.1,83.4,5.8,3.3,1.8,0.6,1.4,4.0,0.0,21.32
Nikola Vucevic,ORL,C,2015,74.0,34.2,19.3,8.5,16.3,52.3,0.0,0.1,33.3,2.2,2.9,75.2,10.9,2.0,0.7,0.7,2.0,45.0,0.0,21.62
Gordon Hayward,UTAH,SF,2015,76.0,34.4,19.3,6.4,14.3,44.5,1.6,4.3,36.4,4.9,6.1,81.2,4.9,4.1,1.4,0.4,2.7,2.0,0.0,20.24
Chris Paul,LAC,PG,2015,82.0,34.8,19.1,6.9,14.3,48.5,1.7,4.3,39.8,3.5,3.9,90.0,4.6,10.2,1.9,0.2,2.3,40.0,1.0,26.04
Monta Ellis,DAL,SG,2015,80.0,33.7,18.9,7.5,16.9,44.5,1.0,3.6,28.5,2.9,3.8,75.2,2.4,4.1,1.9,0.3,2.5,3.0,0.0,16.59
Pau Gasol,CHI,PF,2015,78.0,34.4,18.5,7.3,14.8,49.4,0.2,0.3,46.2,3.8,4.7,80.3,11.8,2.7,0.3,1.9,2.0,54.0,0.0,22.73
Victor Oladipo,ORL,SG,2015,72.0,35.7,17.9,6.6,15.1,43.6,1.2,3.4,33.9,3.6,4.4,81.9,4.2,4.1,1.7,0.3,2.8,3.0,0.0,15.98
Kyle Lowry,TOR,PG,2015,70.0,34.5,17.8,6.1,14.9,41.2,1.9,5.6,33.8,3.6,4.5,80.8,4.7,6.8,1.6,0.2,2.5,13.0,2.0,19.33
John Wall,WSH,PG,2015,79.0,35.9,17.6,6.6,14.8,44.5,0.8,2.7,30.0,3.6,4.6,78.5,4.6,10.0,1.7,0.6,3.8,40.0,0.0,19.92
Marc Gasol,MEM,C,2015,81.0,33.2,17.4,6.5,13.2,49.4,0.0,0.2,17.6,4.3,5.4,79.5,7.8,3.8,0.9,1.6,2.2,20.0,0.0,21.73
Kemba Walker,CHA,PG,2015,62.0,34.2,17.3,6.1,15.8,38.5,1.4,4.5,30.4,3.8,4.6,82.7,3.5,5.1,1.4,0.5,1.6,4.0,0.0,17.66
Dirk Nowitzki,DAL,F,2015,77.0,29.6,17.3,6.3,13.8,45.9,1.4,3.6,38.0,3.3,3.8,88.2,5.9,1.9,0.5,0.4,1.1,6.0,0.0,19.26
Brook Lopez,BKN,C,2015,72.0,29.2,17.2,7.0,13.7,51.3,0.0,0.1,10.0,3.1,3.8,81.4,7.4,0.7,0.6,1.8,1.4,17.0,0.0,22.76
Tobias Harris,ORL,PF,2015,68.0,34.8,17.1,6.5,14.0,46.6,1.3,3.5,36.4,2.8,3.6,78.8,6.3,1.8,1.0,0.5,1.7,11.0,0.0,16.76
Eric Bledsoe,PHX,SG,2015,81.0,34.6,17.0,5.8,12.9,44.7,1.1,3.4,32.4,4.4,5.4,80.0,5.2,6.1,1.6,0.6,3.4,13.0,2.0,18.47
Brandon Knight,MIL/PHX,G,2015,63.0,32.3,17.0,6.0,14.1,42.2,2.0,5.1,38.9,3.1,3.5,87.4,3.9,5.2,1.4,0.2,3.0,2.0,0.0,17.17
Andrew Wiggins,MIN,SF,2015,82.0,36.2,16.9,6.1,13.9,43.7,0.5,1.5,31.0,4.3,5.7,76.0,4.6,2.1,1.0,0.6,2.2,2.0,0.0,13.97
Paul Millsap,ATL,PF,2015,73.0,32.7,16.7,6.1,12.7,47.6,1.1,3.0,35.6,3.5,4.6,75.7,7.8,3.1,1.8,0.9,2.3,15.0,0.0,20.1
Al Jefferson,CHA,C,2015,65.0,30.6,16.6,7.5,15.5,48.1,0.0,0.1,40.0,1.7,2.5,65.5,8.4,1.7,0.7,1.3,1.0,22.0,0.0,19.75
Tyreke Evans,NO,G,2015,79.0,34.1,16.6,6.6,14.7,44.7,0.9,2.9,30.4,2.6,3.7,69.4,5.3,6.6,1.3,0.5,3.1,18.0,1.0,17.77
Kawhi Leonard,SA,SF,2015,64.0,31.8,16.5,6.2,12.8,47.9,1.0,3.0,34.9,3.2,3.9,80.2,7.2,2.5,2.3,0.8,1.5,14.0,0.0,22.09
Isaiah Thomas,BOS/PHX,G,2015,67.0,25.8,16.4,5.0,11.9,42.1,1.9,5.2,37.3,4.5,5.2,86.8,2.3,4.2,0.9,0.1,2.1,0.0,0.0,20.63
Kevin Love,CLE,PF,2015,75.0,33.8,16.4,5.5,12.7,43.4,1.9,5.2,36.7,3.4,4.3,80.4,9.7,2.2,0.7,0.5,1.6,38.0,0.0,18.89
JJ Redick,LAC,SG,2015,78.0,30.9,16.4,5.7,12.0,47.7,2.6,5.9,43.7,2.3,2.6,90.1,2.1,1.8,0.5,0.1,1.2,0.0,0.0,16.23
Goran Dragic,MIA/PHX,PG,2015,78.0,33.8,16.3,6.4,12.8,50.1,1.2,3.3,34.7,2.3,3.0,77.3,3.5,4.5,1.0,0.2,2.2,4.0,0.0,17.47
Zach Randolph,MEM,F,2015,71.0,32.5,16.1,6.4,13.1,48.7,0.1,0.3,35.0,3.2,4.2,76.5,10.5,2.2,1.0,0.2,2.2,38.0,0.0,19.54
Derrick Favors,UTAH,C,2015,74.0,30.8,16.0,6.5,12.4,52.5,0.0,0.1,16.7,3.0,4.5,66.9,8.2,1.5,0.8,1.7,1.6,23.0,0.0,21.86
Wesley Matthews,POR,SG,2015,60.0,33.7,15.9,5.6,12.5,44.8,2.9,7.4,38.9,1.8,2.4,75.2,3.7,2.3,1.3,0.2,1.4,0.0,0.0,16.15
Jeff Teague,ATL,PG,2015,73.0,30.5,15.9,5.6,12.2,46.0,1.0,2.8,34.3,3.8,4.4,86.2,2.5,7.0,1.7,0.4,2.8,10.0,0.0,20.64
Greg Monroe,DET,C,2015,69.0,31.0,15.9,6.1,12.4,49.6,0.0,0.0,0.0,3.7,4.9,75.0,10.2,2.1,1.1,0.5,2.2,35.0,0.0,21.26
Mike Conley,MEM,PG,2015,70.0,31.8,15.8,5.6,12.6,44.6,1.5,4.0,38.6,3.1,3.6,85.9,3.0,5.4,1.3,0.2,2.2,6.0,0.0,18.61
Jamal Crawford,LAC,G,2015,64.0,26.6,15.8,5.2,13.1,39.6,1.9,5.7,32.7,3.5,3.9,90.1,1.9,2.5,0.9,0.2,1.4,0.0,0.0,16.71
Chandler Parsons,DAL,SF,2015,66.0,33.1,15.7,5.8,12.6,46.2,2.0,5.3,38.0,2.1,2.9,72.0,4.9,2.4,1.0,0.3,1.5,3.0,0.0,16.37
Lou Williams,TOR,SG,2015,80.0,25.2,15.5,4.7,11.6,40.4,1.9,5.6,34.0,4.3,4.9,86.1,1.9,2.1,1.1,0.1,1.3,0.0,0.0,19.9
Enes Kanter,OKC/UTAH,C,2015,75.0,28.5,15.5,6.4,12.4,51.9,0.2,0.6,35.6,2.4,3.1,78.2,8.9,0.7,0.5,0.4,1.9,31.0,0.0,20.36
Markieff Morris,PHX,PF,2015,82.0,31.5,15.3,6.2,13.4,46.5,0.7,2.2,31.8,2.2,2.8,76.3,6.2,2.3,1.2,0.5,2.1,12.0,0.0,15.81
Stephen Curry,GS,PG,2016,79.0,34.2,30.1,10.2,20.2,50.4,5.1,11.2,45.4,4.6,5.1,90.8,5.4,6.7,2.1,0.2,3.3,15.0,2.0,31.56
James Harden,HOU,SG,2016,82.0,38.1,29.0,8.7,19.7,43.9,2.9,8.0,35.9,8.8,10.2,86.0,6.1,7.5,1.7,0.6,4.6,23.0,3.0,25.36
Kevin Durant,OKC,PF,2016,72.0,35.8,28.2,9.7,19.2,50.5,2.6,6.7,38.6,6.2,6.9,89.8,8.2,5.0,1.0,1.2,3.5,27.0,1.0,28.25
DeMarcus Cousins,SAC,C,2016,65.0,34.6,26.9,9.2,20.5,45.1,1.1,3.2,33.3,7.3,10.2,71.8,11.5,3.3,1.6,1.4,3.8,47.0,1.0,23.67
LeBron James,CLE,SF,2016,76.0,35.6,25.3,9.7,18.6,52.0,1.1,3.7,30.9,4.7,6.5,73.1,7.4,6.8,1.4,0.6,3.3,28.0,3.0,27.64
Damian Lillard,POR,PG,2016,75.0,35.7,25.1,8.2,19.7,41.9,3.1,8.1,37.5,5.5,6.2,89.2,4.0,6.8,0.9,0.4,3.2,15.0,0.0,22.25
Anthony Davis,NO,PF,2016,61.0,35.5,24.3,9.2,18.6,49.3,0.6,1.8,32.4,5.3,7.0,75.8,10.3,1.9,1.3,2.0,2.0,36.0,0.0,25.1
Russell Westbrook,OKC,PG,2016,80.0,34.4,23.5,8.2,18.1,45.4,1.3,4.3,29.6,5.8,7.2,81.2,7.8,10.4,2.0,0.3,4.3,54.0,18.0,27.64
DeMar DeRozan,TOR,SF,2016,78.0,35.9,23.5,7.9,17.7,44.6,0.6,1.8,33.8,7.1,8.4,85.0,4.5,4.0,1.0,0.3,2.2,3.0,0.0,21.58
Paul George,IND,SG,2016,81.0,34.8,23.1,7.5,17.9,41.8,2.6,7.0,37.1,5.6,6.5,86.0,7.0,4.1,1.9,0.4,3.3,15.0,0.0,20.98
Isaiah Thomas,BOS,G,2016,82.0,32.2,22.2,7.2,16.9,42.8,2.0,5.7,35.9,5.8,6.6,87.1,3.0,6.2,1.1,0.1,2.7,7.0,0.0,21.54
Klay Thompson,GS,SG,2016,80.0,33.3,22.1,8.1,17.3,47.0,3.5,8.1,42.5,2.4,2.8,87.3,3.8,2.1,0.8,0.6,1.7,0.0,0.0,18.67
Carmelo Anthony,NY,PF,2016,72.0,35.1,21.8,7.9,18.2,43.4,1.5,4.3,33.9,4.6,5.6,82.9,7.7,4.2,0.9,0.5,2.4,22.0,0.0,20.38
Kyle Lowry,TOR,PG,2016,77.0,37.0,21.2,6.6,15.6,42.7,2.8,7.1,38.8,5.2,6.4,81.1,4.7,6.4,2.1,0.4,2.9,12.0,1.0,22.2
Kawhi Leonard,SA,SF,2016,72.0,33.1,21.2,7.7,15.1,50.5,1.8,4.0,44.3,4.1,4.6,87.4,6.8,2.6,1.8,1.0,1.5,12.0,0.0,26.11
Jimmy Butler,CHI,SF,2016,67.0,36.9,20.9,7.0,15.4,45.4,1.0,3.1,31.2,5.9,7.1,83.2,5.3,4.8,1.6,0.6,2.0,10.0,2.0,21.33
Kemba Walker,CHA,PG,2016,81.0,35.6,20.9,7.0,16.4,42.7,2.2,6.0,37.1,4.6,5.4,84.7,4.4,5.2,1.6,0.5,2.1,3.0,0.0,20.87
CJ McCollum,POR,SG,2016,80.0,34.8,20.8,8.0,17.9,44.8,2.5,5.9,41.7,2.3,2.8,82.7,3.2,4.3,1.2,0.3,2.5,2.0,0.0,17.79
Andrew Wiggins,MIN,SF,2016,81.0,35.1,20.7,7.3,16.0,45.9,0.7,2.3,30.0,5.3,7.0,76.1,3.6,2.0,1.0,0.6,2.2,1.0,0.0,16.61
Brook Lopez,BKN,C,2016,73.0,33.7,20.6,8.1,15.8,51.1,0.0,0.2,14.3,4.3,5.5,78.7,7.8,2.0,0.8,1.7,2.4,26.0,0.0,21.8
John Wall,WSH,PG,2016,77.0,36.2,19.9,7.4,17.5,42.4,1.5,4.3,35.1,3.5,4.5,79.1,4.9,10.2,1.9,0.8,4.1,49.0,4.0,19.83
Gordon Hayward,UTAH,SF,2016,80.0,36.2,19.7,6.5,15.0,43.3,1.8,5.1,34.9,4.9,6.0,82.4,5.0,3.7,1.2,0.3,2.5,4.0,0.0,18.37
Chris Paul,LAC,PG,2016,74.0,32.7,19.5,7.0,15.1,46.2,1.6,4.4,37.1,4.0,4.4,89.6,4.2,10.0,2.1,0.2,2.6,38.0,0.0,26.31
Dwyane Wade,MIA,G,2016,74.0,30.5,19.0,7.3,16.0,45.6,0.1,0.6,15.9,4.4,5.5,79.3,4.1,4.6,1.1,0.6,2.7,2.0,0.0,20.42
Reggie Jackson,DET,PG,2016,79.0,30.7,18.8,6.8,15.7,43.4,1.5,4.2,35.3,3.7,4.3,86.3,3.2,6.2,0.7,0.1,2.8,9.0,0.0,19.62
Karl-Anthony Towns,MIN,C,2016,82.0,32.0,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,10.5,2.0,0.7,1.7,2.2,51.0,0.0,22.59
Dirk Nowitzki,DAL,F,2016,75.0,31.5,18.3,6.6,14.8,44.8,1.7,4.6,36.8,3.3,3.7,89.3,6.5,1.8,0.7,0.7,1.1,10.0,0.0,19.09
Nikola Vucevic,ORL,C,2016,65.0,31.3,18.2,8.2,16.1,51.0,0.0,0.1,22.2,1.7,2.3,75.3,8.9,2.8,0.8,1.1,1.9,29.0,0.0,21.15
Khris Middleton,MIL,SF,2016,79.0,36.1,18.2,6.4,14.5,44.4,1.8,4.6,39.6,3.5,3.9,88.8,3.8,4.2,1.7,0.2,2.3,1.0,0.0,16.85
LaMarcus Aldridge,SA,C,2016,74.0,30.6,18.0,7.2,14.1,51.3,0.0,0.2,0.0,3.5,4.1,85.8,8.5,1.5,0.5,1.1,1.3,26.0,0.0,22.43
Kobe Bryant,LAL,SF,2016,66.0,28.2,17.6,6.0,16.9,35.8,2.0,7.1,28.5,3.5,4.3,82.6,3.7,2.8,0.9,0.2,2.0,2.0,0.0,14.94
Rudy Gay,SAC,SF,2016,70.0,34.0,17.2,6.7,14.4,46.3,1.1,3.1,34.4,2.8,3.6,78.0,6.5,1.7,1.4,0.7,2.0,7.0,0.0,15.51
Paul Millsap,ATL,PF,2016,81.0,32.7,17.1,6.2,13.2,47.0,0.9,2.9,31.9,3.8,5.0,75.7,9.0,3.3,1.8,1.7,2.4,32.0,0.0,21.33
